97, 4, 0
97, 5, 0
97, 6, 0
97, 7, 0
97, 8, 0
98, 4, 1
98, 5, 0
98, 6, 0
98, 7, 0
98, 8, 0
99, 4, 1
99, 5, 1
99, 6, 0
99, 7, 0
99, 8, 0
100, 4, 1
100, 5, 1
100, 6, 1
100, 7, 0
100, 8, 0
101, 4, 1
101, 5, 1
101, 6, 1
101, 7, 1
101, 8, 0
102, 4, 1
102, 5, 1
102, 6, 1
102, 7, 1
102, 8, 1
103, 4, 1
103, 5, 1
103, 6, 1
103, 7, 1
103, 8, 1
104, 4, 1
104, 5, 1
104, 6, 1
104, 7, 1
104, 8, 1
105, 4, 2
105, 5, 1
105, 6, 1
105, 7, 1
105, 8, 1
106, 4, 2
106, 5, 1
106, 6, 1
106, 7, 1
106, 8, 1
107, 4, 2
107, 5, 1
107, 6, 1
107, 7, 1
107, 8, 1
108, 4, 2
108, 5, 2
108, 6, 1
108, 7, 1
108, 8, 1
109, 4, 2
109, 5, 2
109, 6, 1
109, 7, 1
109, 8, 1
110, 4, 2
110, 5, 2
110, 6, 1
110, 7, 1
110, 8, 1
111, 4, 2
111, 5, 2
111, 6, 2
111, 7, 1
111, 8, 1
112, 4, 2
112, 5, 2
112, 6, 2
112, 7, 1
112, 8, 1
113, 4, 2
113, 5, 2
113, 6, 2
113, 7, 1
113, 8, 1
114, 4, 2
114, 5, 2
114, 6, 2
114, 7, 2
114, 8, 1
115, 4, 2
115, 5, 2
115, 6, 2
115, 7, 2
115, 8, 1
116, 4, 2
116, 5, 2
116, 6, 2
116, 7, 2
116, 8, 1
117, 4, 2
117, 5, 2
117, 6, 2
117, 7, 2
117, 8, 2
118, 4, 2
118, 5, 2
118, 6, 2
118, 7, 2
118, 8, 2
119, 4, 2
119, 5, 2
119, 6, 2
119, 7, 2
119, 8, 2
120, 4, 2
120, 5, 2
120, 6, 2
120, 7, 2
120, 8, 2
121, 4, 2
121, 5, 2
121, 6, 2
121, 7, 2
121, 8, 2
122, 4, 2
122, 5, 2
