161, 4, 0
161, 4, 0
161, 4, 0
161, 4, 0
161, 4, 0
161, 4, 0
161, 4, 0
161, 5, 0
161, 6, 0
161, 7, 0
161, 8, 0
161, 9, 0
161, 10, 0
161, 11, 0
161, 12, 0
162, 4, 0
162, 5, 1
162, 6, 0
162, 7, 0
162, 8, 0
162, 9, 0
162, 10, 0
162, 11, 0
162, 12, 0
163, 4, 0
163, 5, 1
163, 6, 1
163, 7, 0
163, 8, 0
163, 9, 0
163, 10, 0
163, 11, 0
163, 12, 0
164, 4, 0
164, 5, 1
164, 6, 1
164, 7, 1
164, 8, 0
164, 9, 0
164, 10, 0
164, 11, 0
164, 12, 0
165, 4, 0
165, 5, 1
165, 6, 1
165, 7, 1
165, 8, 1
165, 9, 0
165, 10, 0
165, 11, 0
165, 12, 0
166, 4, 0
166, 5, 1
166, 6, 1
166, 7, 1
166, 8, 1
166, 9, 1
166, 10, 0
166, 11, 0
166, 12, 0
167, 4, 0
167, 5, 1
167, 6, 1
167, 7, 1
167, 8, 1
167, 9, 1
167, 10, 1
167, 11, 0
167, 12, 0
168, 4, 0
168, 5, 1
168, 6, 1
168, 7, 1
168, 8, 1
168, 9, 1
168, 10, 1
168, 11, 1
168, 12, 0
169, 4, 0
169, 5, 1
169, 6, 1
169, 7, 1
169, 8, 1
169, 9, 1
169, 10, 1
169, 11, 1
169, 12, 1
170, 4, 0
170, 5, 1
170, 6, 1
170, 7, 1
170, 8, 1
170, 9, 1
170, 10, 1
170, 11, 1
170, 12, 1
171, 4, 0
171, 5, 1
171, 6, 1
171, 7, 1
171, 8, 1
171, 9, 1
171, 10, 1
171, 11, 1
171, 12, 1
172, 4, 0
172, 5, 2
172, 6, 1
172, 7, 1
172, 8, 1
172, 9, 1
172, 10, 1
172, 11, 1
172, 12, 1
173, 4, 0
173, 5, 2
173, 6, 1
173, 7, 1
173, 8, 1
173, 9, 1
173, 10, 1
173, 11, 1
173, 12, 1
174, 4, 0
174, 5, 2
174, 6, 1
174, 7, 1
174, 8, 1
174, 9, 1
174, 10, 1
174, 11, 1
174, 12, 1
175, 4, 0
175, 5, 2
175, 6, 2
175, 7, 1
175, 8, 1
175, 9, 1
175, 10, 1
175, 11, 1
175, 12, 1
176, 4, 0
176, 5, 2
176, 6, 2
176, 7, 1
176, 8, 1
176, 9, 1
176, 10, 1
176, 11, 1
176, 12, 1
177, 4, 0
177, 5, 2
177, 6, 2
177, 7, 1
177, 8, 1
177, 9, 1
177, 10, 1
177, 11, 1
177, 12, 1
178, 4, 0
178, 5, 2
178, 6, 2
178, 7, 2
178, 8, 1
178, 9, 1
178, 10, 1
178, 11, 1
178, 12, 1
179, 4, 0
179, 5, 2
179, 6, 2
179, 7, 2
179, 8, 1
179, 9, 1
179, 10, 1
179, 11, 1
179, 12, 1
180, 4, 0
180, 5, 2
180, 6, 2
180, 7, 2
180, 8, 1
180, 9, 1
180, 10, 1
180, 11, 1
180, 12, 1
181, 4, 0
181, 5, 2
181, 6, 2
181, 7, 2
181, 8, 2
181, 9, 1
181, 10, 1
181, 11, 1
181, 12, 1
182, 4, 0
182, 5, 2
182, 6, 2
182, 7, 2
182, 8, 2
182, 9, 1
182, 10, 1
182, 11, 1
182, 12, 1
183, 4, 0
183, 5, 2
183, 6, 2
183, 7, 2
183, 8, 2
183, 9, 1
183, 10, 1
183, 11, 1
183, 12, 1
184, 4, 0
184, 5, 2
184, 6, 2
184, 7, 2
184, 8, 2
184, 9, 2
184, 10, 1
184, 11, 1
184, 12, 1
185, 4, 0
185, 5, 2
185, 6, 2
185, 7, 2
185, 8, 2
185, 9, 2
185, 10, 1
185, 11, 1
185, 12, 1
186, 4, 0
186, 5, 2
186, 6, 2
186, 7, 2
186, 8, 2
186, 9, 2
186, 10, 1
186, 11, 1
186, 12, 1
187, 4, 0
187, 5, 2
187, 6, 2
187, 7, 2
187, 8, 2
187, 9, 2
187, 10, 2
187, 11, 1
187, 12, 1
188, 4, 0
188, 5, 2
188, 6, 2
188, 7, 2
188, 8, 2
188, 9, 2
188, 10, 2
188, 11, 1
188, 12, 1
189, 4, 0
189, 5, 2
189, 6, 2
189, 7, 2
189, 8, 2
189, 9, 2
189, 10, 2
189, 11, 1
189, 12, 1
190, 4, 0
190, 5, 2
190, 6, 2
190, 7, 2
190, 8, 2
190, 9, 2
190, 10, 2
190, 11, 2
190, 12, 1
191, 4, 0
191, 5, 2
191, 6, 2
191, 7, 2
191, 8, 2
191, 9, 2
191, 10, 2
191, 11, 2
191, 12, 1
192, 4, 0
192, 5, 2
192, 6, 2
192, 7, 2
192, 8, 2
192, 9, 2
192, 10, 2
192, 11, 2
192, 12, 1
193, 4, 0
193, 5, 2
193, 6, 2
193, 7, 2
193, 8, 2
193, 9, 2
193, 10, 2
193, 11, 2
193, 12, 2
194, 4, 0
194, 5, 2
194, 6, 2
194, 7, 2
194, 8, 2
194, 9, 2
194, 10, 2
194, 11, 2
194, 12, 2
195, 4, 0
195, 5, 2
195, 6, 2
195, 7, 2
195, 8, 2
195, 9, 2
195, 10, 2
195, 11, 2
195, 12, 2
196, 4, 0
196, 5, 2
196, 6, 2
196, 7, 2
196, 8, 2
196, 9, 2
196, 10, 2
196, 11, 2
196, 12, 2
197, 4, 0
197, 5, 2
197, 6, 2
197, 7, 2
197, 8, 2
197, 9, 2
197, 10, 2
197, 11, 2
197, 12, 2
198, 4, 0
198, 5, 2
198, 6, 2
198, 7, 2
198, 8, 2
198, 9, 2
198, 10, 2
198, 11, 2
198, 12, 2
199, 4, 0
199, 5, 2
199, 6, 2
199, 7, 2
199, 8, 2
199, 9, 2
199, 10, 2
199, 11, 2
199, 12, 2
200, 4, 0
200, 5, 2
200, 6, 2
200, 7, 2
200, 8, 2
200, 9, 2
200, 10, 2
200, 11, 2
200, 12, 2
201, 4, 0
201, 5, 2
201, 6, 2
201, 7, 2
201, 8, 2
201, 9, 2
201, 10, 2
201, 11, 2
201, 12, 2
202, 4, 0
202, 5, 3
202, 6, 2
202, 7, 2
202, 8, 2
202, 9, 2
202, 10, 2
202, 11, 2
202, 12, 2
203, 4, 0
203, 5, 3
203, 6, 2
203, 7, 2
203, 8, 2
203, 9, 2
203, 10, 2
203, 11, 2
203, 12, 2
204, 4, 0
204, 5, 3
204, 6, 2
204, 7, 2
204, 8, 2
204, 9, 2
204, 10, 2
204, 11, 2
204, 12, 2
205, 4, 0
205, 5, 3
205, 6, 2
205, 7, 2
205, 8, 2
205, 9, 2
205, 10, 2
205, 11, 2
205, 12, 2
206, 4, 0
206, 5, 3
206, 6, 2
206, 7, 2
206, 8, 2
206, 9, 2
206, 10, 2
206, 11, 2
206, 12, 2
207, 4, 0
207, 5, 3
207, 6, 2
207, 7, 1
207, 8, 2
207, 9, 2
207, 10, 2
207, 11, 2
207, 12, 2
208, 4, 0
208, 5, 3
208, 6, 2
208, 7, 1
208, 8, 2
208, 9, 2
208, 10, 2
208, 11, 2
208, 12, 2
209, 4, 0
209, 5, 3
209, 6, 2
209, 7, 1
209, 8, 2
209, 9, 2
209, 10, 2
209, 11, 2
209, 12, 2
210, 4, 0
210, 5, 3
210, 6, 2
210, 7, 1
210, 8, 1
210, 9, 2
210, 10, 2
210, 11, 2
210, 12, 2
211, 4, 0
211, 5, 3
211, 6, 2
211, 7, 2
211, 8, 1
211, 9, 2
211, 10, 2
211, 11, 2
211, 12, 2
212, 4, 0
212, 5, 3
212, 6, 2
212, 7, 2
212, 8, 1
212, 9, 2
212, 10, 2
212, 11, 2
212, 12, 2
213, 4, 0
213, 5, 3
213, 6, 2
213, 7, 2
213, 8, 1
213, 9, 1
213, 10, 2
213, 11, 2
213, 12, 2
214, 4, 0
214, 5, 3
214, 6, 2
214, 7, 2
214, 8, 1
214, 9, 1
214, 10, 2
214, 11, 2
214, 12, 2
215, 4, 0
215, 5, 3
215, 6, 2
215, 7, 2
215, 8, 2
215, 9, 1
215, 10, 2
215, 11, 2
215, 12, 2
216, 4, 0
216, 5, 3
216, 6, 2
216, 7, 2
216, 8, 2
216, 9, 1
216, 10, 1
216, 11, 2
216, 12, 2
217, 4, 0
217, 5, 3
217, 6, 2
217, 7, 2
217, 8, 2
217, 9, 1
217, 10, 1
217, 11, 2
217, 12, 2
218, 4, 0
218, 5, 3
218, 6, 2
218, 7, 2
218, 8, 2
218, 9, 1
218, 10, 1
218, 11, 2
218, 12, 2
219, 4, 0
219, 5, 3
219, 6, 2
219, 7, 2
219, 8, 2
219, 9, 1
219, 10, 1
219, 11, 1
219, 12, 2
220, 4, 0
220, 5, 3
220, 6, 2
220, 7, 2
220, 8, 2
220, 9, 2
220, 10, 1
220, 11, 1
220, 12, 2
221, 4, 0
221, 5, 3
221, 6, 2
221, 7, 2
221, 8, 2
221, 9, 2
221, 10, 1
221, 11, 1
221, 12, 2
222, 4, 0
222, 5, 3
222, 6, 2
222, 7, 2
222, 8, 2
222, 9, 2
222, 10, 1
222, 11, 1
222, 12, 1
223, 4, 0
223, 5, 3
223, 6, 2
223, 7, 2
223, 8, 2
223, 9, 2
223, 10, 1
223, 11, 1
223, 12, 1
224, 4, 0
224, 5, 3
224, 6, 2
224, 7, 2
224, 8, 2
224, 9, 2
224, 10, 2
224, 11, 1
224, 12, 1
225, 4, 0
225, 5, 3
225, 6, 2
225, 7, 2
225, 8, 2
225, 9, 2
225, 10, 2
225, 11, 1
225, 12, 1
226, 4, 0
226, 5, 3
226, 6, 2
226, 7, 2
226, 8, 2
226, 9, 2
226, 10, 2
226, 11, 1
226, 12, 1
227, 4, 0
227, 5, 3
227, 6, 2
227, 7, 2
227, 8, 2
227, 9, 2
227, 10, 2
227, 11, 2
227, 12, 1
228, 4, 0
228, 5, 3
228, 6, 2
228, 7, 2
228, 8, 2
228, 9, 2
228, 10, 2
228, 11, 2
228, 12, 1
229, 4, 0
229, 5, 3
229, 6, 2
229, 7, 2
229, 8, 2
229, 9, 2
229, 10, 2
229, 11, 2
229, 12, 1
230, 4, 0
230, 5, 3
230, 6, 2
230, 7, 2
230, 8, 2
230, 9, 2
230, 10, 2
230, 11, 2
230, 12, 2
231, 4, 0
231, 5, 2
231, 6, 2
231, 7, 2
231, 8, 2
231, 9, 2
231, 10, 2
231, 11, 2
231, 12, 2
232, 4, 0
232, 5, 2
232, 6, 2
232, 7, 2
232, 8, 2
232, 9, 2
232, 10, 2
232, 11, 2
232, 12, 2
233, 4, 0
233, 5, 2
233, 6, 2
233, 7, 2
233, 8, 2
233, 9, 2
233, 10, 2
233, 11, 2
233, 12, 2
234, 4, 0
234, 5, 2
234, 6, 2
234, 7, 2
234, 8, 2
234, 9, 2
234, 10, 2
234, 11, 2
234, 12, 2
235, 4, 0
235, 5, 2
235, 6, 2
235, 7, 2
235, 8, 2
235, 9, 2
235, 10, 2
235, 11, 2
235, 12, 2
236, 4, 0
236, 5, 2
236, 6, 2
236, 7, 2
236, 8, 2
236, 9, 2
236, 10, 2
236, 11, 2
236, 12, 2
237, 4, 0
237, 5, 2
237, 6, 2
237, 7, 2
237, 8, 2
237, 9, 2
237, 10, 2
237, 11, 2
237, 12, 2
238, 4, 0
238, 5, 2
238, 6, 2
238, 7, 2
238, 8, 2
238, 9, 2
238, 10, 2
238, 11, 2
238, 12, 2
239, 4, 0
239, 5, 2
239, 6, 2
239, 7, 2
239, 8, 2
239, 9, 2
239, 10, 2
239, 11, 2
239, 12, 2
240, 4, 0
240, 5, 2
240, 6, 2
240, 7, 1
240, 8, 2
240, 9, 2
240, 10, 2
240, 11, 2
240, 12, 2
241, 4, 0
241, 5, 2
241, 6, 2
241, 7, 1
241, 8, 2
241, 9, 2
241, 10, 2
241, 11, 2
241, 12, 2
242, 4, 0
242, 5, 2
242, 6, 2
242, 7, 1
242, 8, 2
242, 9, 2
242, 10, 2
242, 11, 2
242, 12, 2
243, 4, 0
243, 5, 2
243, 6, 2
243, 7, 2
243, 8, 2
243, 9, 2
243, 10, 2
243, 11, 2
243, 12, 2
244, 4, 0
244, 5, 2
244, 6, 2
244, 7, 2
244, 8, 1
244, 9, 2
244, 10, 2
244, 11, 2
244, 12, 2
245, 4, 0
245, 5, 2
245, 6, 2
245, 7, 2
245, 8, 1
245, 9, 2
245, 10, 2
245, 11, 2
245, 12, 2
246, 4, 0
246, 5, 2
246, 6, 2
246, 7, 2
246, 8, 1
246, 9, 2
246, 10, 2
246, 11, 2
246, 12, 2
247, 4, 0
247, 5, 2
247, 6, 2
247, 7, 2
247, 8, 2
247, 9, 2
247, 10, 2
247, 11, 2
247, 12, 2
248, 4, 0
248, 5, 3
248, 6, 2
248, 7, 2
248, 8, 2
248, 9, 2
248, 10, 2
248, 11, 2
248, 12, 2
249, 4, 0
249, 5, 3
249, 6, 2
249, 7, 2
249, 8, 2
249, 9, 1
249, 10, 2
249, 11, 2
249, 12, 2
250, 4, 0
250, 5, 3
250, 6, 2
250, 7, 2
250, 8, 2
250, 9, 1
250, 10, 2
250, 11, 2
250, 12, 2
251, 4, 0
251, 5, 3
251, 6, 2
251, 7, 2
251, 8, 2
251, 9, 1
251, 10, 2
251, 11, 2
251, 12, 2
252, 4, 0
252, 5, 3
252, 6, 2
252, 7, 2
252, 8, 2
252, 9, 2
252, 10, 2
252, 11, 2
252, 12, 2
253, 4, 0
253, 5, 3
253, 6, 2
253, 7, 2
253, 8, 2
253, 9, 2
253, 10, 1
253, 11, 2
253, 12, 2
254, 4, 0
254, 5, 3
254, 6, 2
254, 7, 2
254, 8, 2
254, 9, 2
254, 10, 1
254, 11, 2
254, 12, 2
255, 4, 0
255, 5, 3
255, 6, 2
255, 7, 2
255, 8, 2
255, 9, 2
255, 10, 1
255, 11, 2
255, 12, 2
256, 4, 0
256, 5, 3
256, 6, 2
256, 7, 2
256, 8, 2
256, 9, 2
256, 10, 1
256, 11, 1
256, 12, 2
257, 4, 0
257, 5, 3
257, 6, 2
257, 7, 2
257, 8, 2
257, 9, 2
257, 10, 2
257, 11, 1
257, 12, 2
258, 4, 0
258, 5, 3
258, 6, 2
258, 7, 2
258, 8, 2
258, 9, 2
258, 10, 2
258, 11, 1
258, 12, 2
259, 4, 0
259, 5, 3
259, 6, 2
259, 7, 2
259, 8, 2
259, 9, 2
259, 10, 2
259, 11, 1
259, 12, 1
260, 4, 0
260, 5, 3
260, 6, 2
260, 7, 2
260, 8, 2
260, 9, 2
260, 10, 2
260, 11, 1
260, 12, 1
261, 4, 0
261, 5, 3
261, 6, 2
261, 7, 2
261, 8, 2
261, 9, 2
261, 10, 2
261, 11, 2
261, 12, 1
262, 4, 0
262, 5, 3
262, 6, 2
262, 7, 2
262, 8, 2
262, 9, 2
262, 10, 2
262, 11, 2
262, 12, 1
263, 4, 0
263, 5, 3
263, 6, 2
263, 7, 2
263, 8, 2
263, 9, 2
263, 10, 2
263, 11, 2
263, 12, 1
264, 4, 0
264, 5, 3
264, 6, 2
264, 7, 2
264, 8, 2
264, 9, 2
264, 10, 2
264, 11, 2
264, 12, 2
265, 4, 0
265, 5, 3
265, 6, 2
265, 7, 2
265, 8, 2
265, 9, 2
265, 10, 2
265, 11, 2
265, 12, 2
266, 4, 0
266, 5, 3
266, 6, 2
266, 7, 2
266, 8, 2
266, 9, 2
266, 10, 2
266, 11, 2
266, 12, 2
267, 4, 0
267, 5, 3
267, 6, 2
267, 7, 2
267, 8, 2
267, 9, 2
267, 10, 2
267, 11, 2
267, 12, 2
268, 4, 0
268, 5, 3
268, 6, 2
268, 7, 2
268, 8, 2
268, 9, 2
268, 10, 2
268, 11, 2
268, 12, 2
269, 4, 0
269, 5, 3
269, 6, 3
269, 7, 2
269, 8, 2
269, 9, 2
269, 10, 2
269, 11, 2
269, 12, 2
270, 4, 0
270, 5, 3
270, 6, 3
270, 7, 2
270, 8, 2
270, 9, 2
270, 10, 2
270, 11, 2
270, 12, 2
271, 4, 0
271, 5, 3
271, 6, 3
271, 7, 2
271, 8, 2
271, 9, 2
271, 10, 2
271, 11, 2
271, 12, 2
272, 4, 0
272, 5, 3
272, 6, 3
272, 7, 2
272, 8, 2
272, 9, 2
272, 10, 2
272, 11, 2
272, 12, 2
273, 4, 0
273, 5, 3
273, 6, 3
273, 7, 2
273, 8, 2
273, 9, 2
273, 10, 2
273, 11, 2
273, 12, 2
274, 4, 0
274, 5, 3
274, 6, 3
274, 7, 2
274, 8, 2
274, 9, 2
274, 10, 2
274, 11, 2
274, 12, 2
275, 4, 0
275, 5, 3
275, 6, 3
275, 7, 2
275, 8, 2
275, 9, 2
275, 10, 2
275, 11, 2
275, 12, 2
276, 4, 0
276, 5, 3
276, 6, 3
276, 7, 2
276, 8, 1
276, 9, 2
276, 10, 2
276, 11, 2
276, 12, 2
277, 4, 0
277, 5, 2
277, 6, 3
277, 7, 2
277, 8, 1
277, 9, 2
277, 10, 2
277, 11, 2
277, 12, 2
278, 4, 0
278, 5, 2
278, 6, 3
278, 7, 2
278, 8, 1
278, 9, 2
278, 10, 2
278, 11, 2
278, 12, 2
279, 4, 0
279, 5, 2
279, 6, 3
279, 7, 2
279, 8, 1
279, 9, 2
279, 10, 2
279, 11, 2
279, 12, 2
280, 4, 0
280, 5, 2
280, 6, 3
280, 7, 2
280, 8, 2
280, 9, 2
280, 10, 2
280, 11, 2
280, 12, 2
281, 4, 0
281, 5, 2
281, 6, 3
281, 7, 2
281, 8, 2
281, 9, 1
281, 10, 2
281, 11, 2
281, 12, 2
282, 4, 0
282, 5, 2
282, 6, 3
282, 7, 2
282, 8, 2
282, 9, 1
282, 10, 2
282, 11, 2
282, 12, 2
283, 4, 0
283, 5, 2
283, 6, 3
283, 7, 2
283, 8, 2
283, 9, 1
283, 10, 2
283, 11, 2
283, 12, 2
284, 4, 0
284, 5, 2
284, 6, 3
284, 7, 2
284, 8, 2
284, 9, 2
284, 10, 2
284, 11, 2
284, 12, 2
285, 4, 0
285, 5, 2
285, 6, 3
285, 7, 2
285, 8, 2
285, 9, 2
285, 10, 2
285, 11, 2
285, 12, 2
286, 4, 0
286, 5, 2
286, 6, 3
286, 7, 2
286, 8, 2
286, 9, 2
286, 10, 1
286, 11, 2
286, 12, 2
287, 4, 0
287, 5, 2
287, 6, 3
287, 7, 2
287, 8, 2
287, 9, 2
287, 10, 1
287, 11, 2
287, 12, 2
288, 4, 0
288, 5, 2
288, 6, 3
288, 7, 2
288, 8, 2
288, 9, 2
288, 10, 1
288, 11, 2
288, 12, 2
289, 4, 0
289, 5, 2
289, 6, 3
289, 7, 2
289, 8, 2
289, 9, 2
289, 10, 2
289, 11, 2
289, 12, 2
290, 4, 0
290, 5, 2
290, 6, 3
290, 7, 2
290, 8, 2
290, 9, 2
290, 10, 2
290, 11, 1
290, 12, 2
291, 4, 0
291, 5, 2
291, 6, 3
291, 7, 2
291, 8, 2
291, 9, 2
291, 10, 2
291, 11, 1
291, 12, 2
292, 4, 0
292, 5, 2
292, 6, 3
292, 7, 2
292, 8, 2
292, 9, 2
292, 10, 2
292, 11, 1
292, 12, 2
293, 4, 0
293, 5, 2
293, 6, 3
293, 7, 2
293, 8, 2
293, 9, 2
293, 10, 2
293, 11, 1
293, 12, 1
294, 4, 0
294, 5, 2
294, 6, 3
294, 7, 2
294, 8, 2
294, 9, 2
294, 10, 2
294, 11, 2
294, 12, 1
295, 4, 0
295, 5, 2
295, 6, 3
295, 7, 2
295, 8, 2
295, 9, 2
295, 10, 2
295, 11, 2
295, 12, 1
296, 4, 0
296, 5, 2
296, 6, 3
296, 7, 2
296, 8, 2
296, 9, 2
296, 10, 2
296, 11, 2
296, 12, 1
297, 4, 0
297, 5, 2
297, 6, 3
297, 7, 2
297, 8, 2
297, 9, 2
297, 10, 2
297, 11, 2
297, 12, 2
298, 4, 0
298, 5, 2
298, 6, 2
298, 7, 2
298, 8, 2
298, 9, 2
298, 10, 2
298, 11, 2
298, 12, 2
299, 4, 0
299, 5, 2
299, 6, 2
299, 7, 2
299, 8, 2
299, 9, 2
299, 10, 2
299, 11, 2
299, 12, 2
300, 4, 0
300, 5, 2
300, 6, 2
300, 7, 2
300, 8, 2
300, 9, 2
300, 10, 2
300, 11, 2
300, 12, 2
301, 4, 0
301, 5, 2
301, 6, 2
301, 7, 2
301, 8, 2
301, 9, 2
301, 10, 2
301, 11, 2
301, 12, 2
302, 4, 0
302, 5, 2
302, 6, 2
302, 7, 2
302, 8, 2
302, 9, 2
302, 10, 2
302, 11, 2
302, 12, 2
303, 4, 0
303, 5, 2
303, 6, 2
303, 7, 2
303, 8, 2
303, 9, 2
303, 10, 2
303, 11, 2
303, 12, 2
303, 4, 0
303, 5, 2
303, 6, 2
303, 7, 2
303, 8, 2
303, 9, 2
303, 10, 2
303, 11, 2
303, 12, 2
304, 4, 0
304, 5, 2
304, 6, 2
304, 7, 1
304, 8, 2
304, 9, 2
304, 10, 2
304, 11, 2
304, 12, 2
304, 4, 0
304, 6, 2
304, 7, 1
304, 8, 2
304, 9, 2
304, 10, 2
304, 11, 2
304, 12, 2
305, 4, 0
305, 6, 2
305, 7, 1
305, 8, 2
305, 9, 2
305, 10, 2
305, 11, 2
305, 12, 2
306, 4, 0
306, 6, 2
306, 7, 1
306, 8, 2
306, 9, 2
306, 10, 2
306, 11, 2
306, 12, 2
307, 4, 0
307, 6, 2
307, 7, 1
307, 8, 1
307, 9, 2
307, 10, 2
307, 11, 2
307, 12, 2
308, 4, 0
308, 6, 2
308, 7, 2
308, 8, 1
308, 9, 2
308, 10, 2
308, 11, 2
308, 12, 2
309, 4, 0
309, 6, 2
309, 7, 2
309, 8, 1
309, 9, 2
309, 10, 2
309, 11, 2
309, 12, 2
310, 4, 0
310, 6, 2
310, 7, 2
310, 8, 1
310, 9, 2
310, 10, 2
310, 11, 2
310, 12, 2
311, 4, 0
311, 6, 2
311, 7, 2
